respondent_id;collector_id;date_created;date_modified;ip_address;email_address;first_name;last_name;custom_1;"Apreciado estudiante,
El objetivo de esta encuesta es conocer su percepci�n sobre las Condiciones Clave del Ambiente de Aprendizaje (CCAA) del curso�de anestesia� con el fin de identificar fortalezas y debilidades que permitan su mejoramiento. Tenga en cuenta tanto los espacios presenciales (Salas de cirug�a, talleres de simulaci�n y casos cl�nicos) como los virtuales (actividades realizadas en la plataforma sicua). Su participaci�n es voluntaria y la informaci�n recolectada ser� objeto de reportes, investigaciones o productos acad�micos, cuidando siempre que no se revele su identidad.Tenga en cuenta que durante la encuesta se har� referencia al curso de anestesia que comprende las diferentes actividades acad�micas realizadas durante las 10 semanas del semestre (casos, talleres, casos cl�nicos, rotaci�n cl�nica, etc), y a la rotaci�n de anestesia que har� referencia a las actividades acad�micas realizadas solamente durante las 2 semanas que realiz� de rotaci�n cl�nica de anestesia.
Si decide participar, por favor marque �S� y luego haga clic en el bot�n Sig."" que aparece abajo. En caso de que no desee participar, por favor cierre esta p�gina.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6555960894;163477280;2017-11-30;30/11/2017 19:38;157.253.116.249;;;;;1;Codest16157;4;4;4;1;1;1;3;2;1;2;0;0;0;0;8;4;2;3;4;1;3;3;3;4;4;3;4;4;2;1;2;1;3;3;2;1;3;4;4;3;3;3;3;1;3;3;3;2;1;1;1;1;1;1;1;1;;;;;;;7;;;;4;5
6555909294;163477280;2017-11-30;30/11/2017 14:26;157.253.118.101;;;;;1;Codest16158;5;5;5;5;5;5;5;1;1;5;5;5;5;4;21;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;2;3;4;5;6;;1;;;;5
6555844455;163477280;2017-11-30;30/11/2017 14:05;157.253.119.105;;;;;1;Codest16159;2;2;4;4;4;1;1;1;1;4;4;4;4;4;21;5;3;3;3;3;3;3;2;5;2;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;3;3;3;;;;;;;7;;;;4;2
6555837537;163477280;2017-11-30;30/11/2017 14:02;157.253.117.149;;;;;1;Codest16160;4;5;5;4;4;4;4;4;4;4;4;4;4;4;13;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;3;2;3;3;3;1;2;3;4;5;6;;1;2;3;;4
6555836374;163477280;2017-11-30;30/11/2017 13:59;157.253.119.86;;;;;1;Codest16161;5;5;5;5;5;5;5;2;1;4;4;0;0;5;9;4;5;5;5;5;5;5;5;5;3;5;5;5;4;5;5;5;5;5;3;5;5;5;5;5;5;3;5;3;5;5;5;5;5;5;5;5;5;5;5;5;1;2;;4;5;;;1;;3;;5
6555834763;163477280;2017-11-30;30/11/2017 14:02;157.253.117.17;;;;;1;Codest16162;3;3;4;4;2;4;2;2;2;4;4;4;4;4;22;4;4;4;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;3;4;3;4;4;3;4;3;4;3;3;4;3;4;1;;3;;;;;1;;3;;4
6555832190;163477280;2017-11-30;30/11/2017 14:02;157.253.119.128;;;;;1;Codest16163;3;2;2;4;2;2;2;3;3;2;2;1;1;2;4;4;2;2;3;3;1;3;2;3;4;4;4;5;5;4;3;1;2;2;2;3;4;4;3;3;2;2;2;2;2;2;4;4;2;2;3;3;1;3;3;2;1;;3;;;;;1;2;;;5
6555830870;163477280;2017-11-30;30/11/2017 14:03;157.253.117.39;;;;;1;Codest16164;4;4;4;4;4;4;2;2;1;3;1;1;3;4;4;3;4;4;3;3;2;4;4;2;3;4;4;5;5;2;5;3;4;5;5;5;5;5;5;5;5;5;3;3;5;5;4;1;1;1;3;4;4;4;4;2;1;;3;;;6;;1;2;;;5
6555829737;163477280;2017-11-30;30/11/2017 13:56;157.253.119.100;;;;;1;Codest16165;4;4;4;4;4;4;4;4;3;5;5;5;5;5;8;5;4;4;4;4;4;4;4;4;5;4;4;5;5;5;5;4;4;5;5;5;5;4;4;5;4;5;5;5;5;4;4;4;4;5;5;5;5;5;4;4;1;;3;4;;6;;1;2;3;;4
6555829664;163477280;2017-11-30;30/11/2017 14:01;157.253.119.122;;;;;1;Codest16166;4;4;4;4;2;1;3;2;1;3;3;3;3;3;4;3;4;4;4;4;1;2;4;3;4;2;2;5;4;2;2;1;3;3;2;2;4;4;4;2;2;1;1;1;2;4;3;3;2;2;2;5;2;3;3;3;;;;;;6;;;2;;;2
6555829617;163477280;2017-11-30;30/11/2017 13:56;157.253.117.142;;;;;1;Codest16167;4;4;4;4;4;4;4;4;3;4;4;4;4;4;22;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;2;3;4;5;6;;1;2;3;;4
6555828987;163477280;2017-11-30;30/11/2017 13:53;157.253.119.80;;;;;1;Codest16168;4;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6555828061;163477280;2017-11-30;30/11/2017 13:56;157.253.117.34;;;;;1;Codest16169;5;4;4;5;4;4;3;3;1;4;4;3;3;3;15;4;4;4;4;4;4;4;5;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;;;;;;;1;;3;;3
6555827581;163477280;2017-11-30;30/11/2017 13:58;157.253.117.35;;;;;1;Codest16170;5;5;5;5;3;2;1;2;1;4;5;0;0;5;9;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;2;2;2;4;4;4;4;4;1;2;3;4;5;6;;;2;3;;5
6555826984;163477280;2017-11-30;30/11/2017 13:58;157.253.119.90;;;;;1;Codest16171;4;5;5;3;4;5;5;3;1;5;5;5;5;5;9;5;4;4;4;4;4;4;4;5;5;3;4;3;5;4;3;3;3;4;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;1;;3;;;;;1;;3;;5
6555826676;163477280;2017-11-30;30/11/2017 13:57;157.253.119.91;;;;;1;Codest16172;5;5;5;5;1;2;3;2;1;2;2;3;3;3;9;4;3;4;5;5;5;4;2;5;5;5;5;5;5;5;5;3;4;4;1;4;4;5;5;5;5;5;5;4;3;4;4;4;3;4;5;5;5;4;4;4;1;;3;;;;;1;;;;5
6555825256;163477280;2017-11-30;30/11/2017 13:58;157.253.119.129;;;;;1;Codest16173;5;4;5;4;2;2;1;2;1;4;4;3;3;5;13;4;4;4;5;5;2;5;4;5;4;5;5;4;4;4;4;4;4;4;4;3;5;4;4;4;4;4;4;3;2;4;5;5;2;4;2;4;1;1;1;2;1;2;3;4;5;;;1;2;3;;5
6555824969;163477280;2017-11-30;30/11/2017 13:57;157.253.117.100;;;;;1;Codest16174;5;4;5;5;4;4;5;3;3;4;4;4;4;4;15;4;4;4;5;5;5;5;3;4;5;3;5;4;4;2;2;2;5;5;3;4;4;4;4;4;4;5;3;4;4;4;4;4;4;2;4;4;4;4;4;4;1;2;3;4;5;6;;1;2;3;;4
6555823825;163477280;2017-11-30;30/11/2017 13:51;157.253.119.89;;;;;1;Codest16175;5;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6555823420;163477280;2017-11-30;30/11/2017 13:58;157.253.119.133;;;;;1;Codest16176;5;5;5;5;5;5;5;3;1;4;4;4;4;4;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;4;5;5;5;5;5;1;2;3;4;5;6;;1;2;3;;5
6555822182;163477280;2017-11-30;30/11/2017 13:53;157.253.119.106;;;;;1;Codest16177;4;4;4;4;3;4;4;1;1;0;0;0;0;0;5;4;4;4;4;4;4;4;5;5;4;4;4;4;3;1;1;1;4;4;3;2;4;4;4;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;
6555821749;163477280;2017-11-30;30/11/2017 13:53;157.253.119.127;;;;;1;Codest16178;4;4;4;4;4;4;4;3;3;4;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;;;4;;6;;1;2;;;4
6555821720;163477280;2017-11-30;30/11/2017 13:53;157.253.119.104;;;;;1;Codest16179;4;4;4;4;4;4;4;0;1;4;1;0;0;0;1;4;4;4;4;4;4;4;3;2;3;2;2;3;3;3;1;4;3;3;3;3;3;4;4;4;4;2;2;2;2;2;4;4;2;2;2;2;2;2;2;2;1;;;;;;;1;;;;1
6555821514;163477280;2017-11-30;30/11/2017 13:56;157.253.119.107;;;;;1;Codest16180;4;5;5;5;5;2;5;1;1;0;0;0;0;5;5;4;5;5;5;5;5;5;4;5;5;4;4;5;4;5;3;3;4;4;2;2;4;5;4;4;4;5;5;4;5;5;3;3;3;3;3;3;3;3;3;3;1;;3;4;5;;;1;;3;;5
6555820998;163477280;2017-11-30;30/11/2017 13:55;157.253.117.131;;;;;1;Codest16181;5;5;5;5;5;5;5;1;1;5;5;5;5;5;16;4;4;4;4;4;4;4;5;5;5;5;4;5;5;5;1;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;2;4;4;2;4;4;4;4;4;3;1;;3;4;;;;1;;;;4
6555820955;163477280;2017-11-30;30/11/2017 13:57;157.253.117.102;;;;;1;Codest16182;5;5;4;5;3;4;2;2;1;5;5;0;0;4;13;4;4;4;5;5;5;5;5;5;5;3;5;5;4;4;4;4;5;5;5;3;5;4;4;5;3;5;5;5;5;5;4;2;3;3;4;3;3;3;3;2;;;3;4;5;6;;1;2;;;1
6555819959;163477280;2017-11-30;30/11/2017 13:55;157.253.119.85;;;;;1;Codest16183;2;5;4;5;1;1;3;2;1;2;1;3;3;3;19;4;3;1;4;4;4;4;4;5;5;4;5;3;5;2;4;3;5;5;4;2;5;4;3;3;3;1;4;4;4;4;1;2;1;2;3;1;1;1;1;3;1;;3;4;;;;1;;3;;5
6555819054;163477280;2017-11-30;30/11/2017 13:56;157.253.117.147;;;;;1;Codest16184;4;5;5;4;3;4;4;3;1;5;5;0;0;4;16;3;5;4;5;5;3;4;5;5;4;4;5;4;4;3;4;4;3;3;3;4;4;4;4;4;3;4;4;4;4;4;4;4;3;3;4;5;4;4;4;4;1;2;3;4;;;;1;;;;5
6555818945;163477280;2017-11-30;30/11/2017 13:52;157.253.119.119;;;;;1;Codest16185;4;4;4;4;4;4;4;2;2;5;5;5;5;5;8;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;;3;4;;;;1;;3;;4
6555818347;163477280;2017-11-30;30/11/2017 13:54;157.253.119.92;;;;;1;Codest16186;4;4;3;4;2;4;2;2;1;3;3;3;3;4;10;4;3;4;5;5;5;5;5;5;5;5;5;5;4;5;5;4;4;4;4;1;3;3;3;3;3;2;2;2;2;2;5;5;5;5;5;5;5;5;5;5;1;;;;;;;1;;;;5
6555817894;163477280;2017-11-30;30/11/2017 13:56;157.253.117.148;;;;;1;Codest16187;5;5;5;5;5;5;1;2;1;0;0;0;0;0;13;4;3;3;4;4;4;4;3;4;4;4;4;4;5;3;1;1;4;4;4;2;4;4;4;4;4;4;4;3;3;4;3;3;1;1;2;3;3;2;2;3;1;;;;;;;1;;;;5
6555817719;163477280;2017-11-30;30/11/2017 13:57;157.253.117.23;;;;;1;Codest16188;4;5;4;5;5;2;4;3;1;4;4;5;5;3;10;5;4;4;3;4;2;4;3;1;4;5;4;4;4;2;3;4;5;4;3;3;4;4;4;2;3;4;3;4;4;4;4;4;3;2;3;4;4;4;4;4;1;;;;;;;1;;;;5
6555817046;163477280;2017-11-30;30/11/2017 14:01;157.253.117.173;;;;;1;Codest16189;5;5;4;5;3;4;2;1;2;0;0;3;0;1;19;4;2;5;5;5;5;5;5;4;5;3;4;4;4;3;3;3;3;5;4;4;5;4;3;4;3;3;2;3;3;2;5;4;4;4;4;5;5;5;5;5;1;;3;;;;;1;;;;4
6555816920;163477280;2017-11-30;30/11/2017 13:57;157.253.117.153;;;;;1;Codest16190;5;5;4;5;3;4;1;2;3;4;4;3;3;4;5;5;4;3;4;5;4;5;3;5;5;5;5;5;5;5;4;1;5;5;5;3;5;5;5;4;5;5;5;5;4;5;5;3;1;1;1;4;2;3;2;5;1;2;3;;5;6;;1;2;3;;5
6555815828;163477280;2017-11-30;30/11/2017 13:53;157.253.117.14;;;;;1;Codest16191;5;5;5;5;5;2;2;2;3;5;5;3;3;4;22;4;4;4;5;5;5;5;5;5;5;3;5;5;5;5;4;3;4;4;5;5;5;5;5;5;5;5;5;4;4;5;5;4;4;4;4;4;4;4;4;4;1;2;3;;;;;1;;3;;5
6555815200;163477280;2017-11-30;30/11/2017 13:57;157.253.119.130;;;;;1;Codest16192;5;2;1;5;5;5;5;2;3;3;4;4;4;2;3;5;4;4;5;5;1;5;5;4;4;1;2;4;3;2;1;1;4;3;4;1;4;5;5;1;4;4;4;2;4;4;3;2;1;1;1;3;2;1;1;1;1;;3;;;;;1;2;3;;4
6555815032;163477280;2017-11-30;30/11/2017 13:53;157.253.119.82;;;;;1;Codest16193;4;3;4;4;4;4;4;3;2;4;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;2;3;;;;;1;;;;4
6555814925;163477280;2017-11-30;30/11/2017 13:53;157.253.117.11;;;;;1;Codest16194;4;4;4;2;4;2;5;3;3;3;3;3;3;3;13;4;3;3;3;4;2;4;4;4;4;3;3;5;5;3;3;1;5;5;4;3;3;5;5;5;5;2;4;1;1;1;3;3;3;3;3;3;3;3;3;3;1;2;3;4;;6;;1;2;3;;5
6555814100;163477280;2017-11-30;30/11/2017 13:54;157.253.119.134;;;;;1;Codest16195;3;3;4;4;4;2;3;4;3;4;4;4;4;3;16;4;4;4;4;3;3;4;3;3;5;4;4;5;5;4;4;3;4;3;4;4;5;4;5;4;3;5;4;4;4;4;5;5;4;4;5;5;5;5;5;5;1;;;;;6;;1;2;3;;5
6555813497;163477280;2017-11-30;30/11/2017 13:54;157.253.117.22;;;;;1;Codest16196;5;5;4;5;4;4;4;3;2;4;4;4;4;4;10;5;4;4;4;3;4;4;5;2;4;4;4;5;4;2;4;1;4;4;4;4;4;4;3;3;3;4;3;3;4;4;4;4;4;4;4;2;3;2;2;2;1;;;;;;;1;;;;5
6555811197;163477280;2017-11-30;30/11/2017 13:54;157.253.119.88;;;;;1;Codest16197;4;4;4;4;4;2;4;1;1;4;4;0;0;3;16;4;4;4;3;4;2;3;2;3;5;3;4;5;3;4;4;4;4;4;4;3;3;3;3;2;2;3;3;2;3;3;;;;;;;;;;;;;;;;;;;;;;
6555809928;163477280;2017-11-30;30/11/2017 13:49;157.253.119.84;;;;;1;Codest16198;4;4;4;3;4;4;4;2;2;4;4;4;4;4;7;5;4;4;4;4;4;4;4;4;4;4;4;3;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;;3;;;;;1;;;;5
6555809769;163477280;2017-11-30;30/11/2017 13:54;157.253.119.76;;;;;1;Codest16199;1;2;3;5;3;1;4;2;1;0;0;0;0;2;11;5;3;3;1;1;1;3;4;2;3;3;2;5;3;4;1;4;4;1;3;4;5;5;5;3;1;1;1;1;1;4;3;5;3;1;1;5;3;3;1;1;1;;3;;;;;;;3;;5
6555807838;163477280;2017-11-30;30/11/2017 13:50;157.253.119.73;;;;;1;Codest16200;3;4;4;4;4;4;2;2;2;4;4;4;4;4;16;4;3;3;4;4;4;4;3;4;5;4;4;4;3;4;3;4;4;4;2;3;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;1;;3;4;;;;1;;3;;5
6555805033;163477280;2017-11-30;30/11/2017 13:48;157.253.119.72;;;;;1;Codest16201;4;4;4;4;4;4;2;2;3;4;4;4;4;4;6;4;3;4;3;4;3;4;5;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;;3;;5;6;;1;2;3;;4
6555800786;163477280;2017-11-30;30/11/2017 13:51;157.253.119.78;;;;;1;Codest16202;5;5;4;5;3;2;4;2;1;4;5;0;0;5;22;5;5;4;4;5;5;4;5;3;4;3;3;2;4;5;3;4;4;3;3;4;4;5;4;3;2;3;2;2;2;3;3;2;3;3;4;4;4;4;4;3;1;;3;4;5;;;1;;3;;4
6555800748;163477280;2017-11-30;30/11/2017 13:50;157.253.119.77;;;;;1;Codest16203;4;2;2;4;2;4;1;2;2;1;1;1;1;1;7;4;4;4;4;4;4;4;1;4;4;4;5;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;2;2;4;4;4;5;4;4;4;4;1;;;;;;;1;;;;5
